t_dat,customer_id,article_id,price,sales_channel_id
2018-09-20,0e4d986c7b54788b33e9f5959f240bc86d5a9bf4bf087d948457016bc8567184,448509017,0.0423559322033898,2
2018-09-20,0e4d986c7b54788b33e9f5959f240bc86d5a9bf4bf087d948457016bc8567184,448509017,0.0423559322033898,2
2018-09-20,61011e3b42e62b2359551663487abad28a7b1113c41d8755bc5135040ccf547b,564786001,0.0220169491525423,2
2018-09-20,61011e3b42e62b2359551663487abad28a7b1113c41d8755bc5135040ccf547b,634009004,0.0254067796610169,2
2018-09-20,61011e3b42e62b2359551663487abad28a7b1113c41d8755bc5135040ccf547b,708021001,0.0169322033898305,2
2018-09-20,61011e3b42e62b2359551663487abad28a7b1113c41d8755bc5135040ccf547b,564786019,0.0220169491525423,2
2018-09-20,63de9d42eb22b2ef7d8eccc76db3d64c75719bee2a7ac2fa0f8986bae92f8d51,611815001,0.0508305084745762,2
2018-09-20,63de9d42eb22b2ef7d8eccc76db3d64c75719bee2a7ac2fa0f8986bae92f8d51,611815001,0.0677796610169491,2
2018-09-20,9e640d96d727092ec6b322ec8246852002d1f953fbd2384bb054c48295cd021b,542533001,0.0338813559322033,2
2018-09-20,9e640d96d727092ec6b322ec8246852002d1f953fbd2384bb054c48295cd021b,542533001,0.0338813559322033,2
2018-09-20,a80481d93940d6a9535858c948d1d190ffe3b1dadde790f6981d5f8574b996ac,562252032,0.0254067796610169,1
2018-09-20,a80481d93940d6a9535858c948d1d190ffe3b1dadde790f6981d5f8574b996ac,690926001,0.0338813559322033,1
2018-09-20,afbd56217c5d678cd3d1e08fe776d2be9df16e12e392801eb72d1c0edff3c93e,666061001,0.0338813559322033,2
2018-09-20,b81adbb4bf307f03a8e233388a12e430799057a64b8096b2edc667db392d72fb,522398055,0.0152542372881355,1
2018-09-20,b81adbb4bf307f03a8e233388a12e430799057a64b8096b2edc667db392d72fb,326885010,0.0084406779661016,1
2018-09-20,b81adbb4bf307f03a8e233388a12e430799057a64b8096b2edc667db392d72fb,553881018,0.0152372881355932,1
2018-09-20,b81adbb4bf307f03a8e233388a12e430799057a64b8096b2edc667db392d72fb,646798006,0.0121864406779661,1
2018-09-20,b81adbb4bf307f03a8e233388a12e430799057a64b8096b2edc667db392d72fb,522398053,0.0152372881355932,1
2018-09-20,b81adbb4bf307f03a8e233388a12e430799057a64b8096b2edc667db392d72fb,681747001,0.022864406779661,1
2018-09-20,b81adbb4bf307f03a8e233388a12e430799057a64b8096b2edc667db392d72fb,553881017,0.0152372881355932,1
2018-09-20,b81adbb4bf307f03a8e233388a12e430799057a64b8096b2edc667db392d72fb,611144006,0.022864406779661,1
2018-09-20,b81adbb4bf307f03a8e233388a12e430799057a64b8096b2edc667db392d72fb,672016003,0.022864406779661,1
2018-09-20,b81adbb4bf307f03a8e233388a12e430799057a64b8096b2edc667db392d72fb,722059002,0.0076101694915254,1
2018-09-20,b81adbb4bf307f03a8e233388a12e430799057a64b8096b2edc667db392d72fb,553881016,0.0152372881355932,1
2018-09-20,b81adbb4bf307f03a8e233388a12e430799057a64b8096b2edc667db392d72fb,611144013,0.022864406779661,1
2018-09-20,b81adbb4bf307f03a8e233388a12e430799057a64b8096b2edc667db392d72fb,545396009,0.0105593220338983,1
2018-09-20,b81adbb4bf307f03a8e233388a12e430799057a64b8096b2edc667db392d72fb,623891001,0.0198135593220338,1
2018-09-20,b81adbb4bf307f03a8e233388a12e430799057a64b8096b2edc667db392d72fb,326885022,0.0084406779661016,1
2018-09-20,b81adbb4bf307f03a8e233388a12e430799057a64b8096b2edc667db392d72fb,695748002,0.0076101694915254,1
2018-09-20,b81adbb4bf307f03a8e233388a12e430799057a64b8096b2edc667db392d72fb,703790001,0.0274406779661017,1
2018-09-20,b81adbb4bf307f03a8e233388a12e430799057a64b8096b2edc667db392d72fb,553881020,0.0152372881355932,1
2018-09-20,b81adbb4bf307f03a8e233388a12e430799057a64b8096b2edc667db392d72fb,327144042,0.0198135593220338,1
2018-09-20,b81adbb4bf307f03a8e233388a12e430799057a64b8096b2edc667db392d72fb,293433018,0.0152372881355932,1
2018-09-20,bd98f9c379d60532bb40a2a9a598504d6835430829340d95ccaa9cf47f1eaaf8,552473037,0.0254067796610169,1
2018-09-20,bd98f9c379d60532bb40a2a9a598504d6835430829340d95ccaa9cf47f1eaaf8,552473021,0.0254067796610169,1
2018-09-20,bd98f9c379d60532bb40a2a9a598504d6835430829340d95ccaa9cf47f1eaaf8,552473021,0.0254067796610169,1
2018-09-20,d0b335bba175aefa486e5035bb2e9c4fa0de5433a658ee31e462ff03eb01371e,656975002,0.0508305084745762,1
2018-09-20,d9279c0e1e17fae63076d98c1a8b7566e79cbd3ce3e12cd17bd58c770e040100,600556002,0.0144745762711864,2
2018-09-20,ebd4f0a0ffdc107d2d178f7e3846ed0cb11bbfe18cb044d482e2ef66a69e9df5,606696001,0.0372711864406779,2
2018-09-20,ebd4f0a0ffdc107d2d178f7e3846ed0cb11bbfe18cb044d482e2ef66a69e9df5,306307002,0.0050677966101694,2
2018-09-20,ebd4f0a0ffdc107d2d178f7e3846ed0cb11bbfe18cb044d482e2ef66a69e9df5,306307002,0.0050677966101694,2
2018-09-20,eca9b495fba23da999f2ff7c29446f69561535e14ca02ac98cbadcf0c72b12eb,714410001,0.0508305084745762,1
2018-09-20,eca9b495fba23da999f2ff7c29446f69561535e14ca02ac98cbadcf0c72b12eb,657476005,0.0169322033898305,1
2018-09-20,f1744de66e4293b2253c0e9531f1b05b8f468845620eace9c49e3041f9690942,501407003,0.084728813559322,2
2018-09-20,f1744de66e4293b2253c0e9531f1b05b8f468845620eace9c49e3041f9690942,542533008,0.0338813559322033,2
2018-09-20,f1744de66e4293b2253c0e9531f1b05b8f468845620eace9c49e3041f9690942,522561002,0.0635423728813559,2
2018-09-20,f1744de66e4293b2253c0e9531f1b05b8f468845620eace9c49e3041f9690942,617280001,0.0677796610169491,2
2018-09-20,f1744de66e4293b2253c0e9531f1b05b8f468845620eace9c49e3041f9690942,578630009,0.0338813559322033,2
2018-09-20,f5e8003791397117e6eddf717ece066339aac0d3edc2d01a136c0a1fa1324a5b,663699001,0.0304915254237288,1
2018-09-20,f5e8003791397117e6eddf717ece066339aac0d3edc2d01a136c0a1fa1324a5b,648995005,0.0169322033898305,1
2018-09-21,04b84a0f9e448555906377ebe16d99c456fc20ec4e31859709f86149b2c24b32,692454002,0.0254067796610169,1
2018-09-21,04b84a0f9e448555906377ebe16d99c456fc20ec4e31859709f86149b2c24b32,606154006,0.0101525423728813,1
2018-09-21,2182f6349a91b89e35cdb8f18a007edefc19aed8dc3eedea7f9853cbf16da01d,630514001,0.0254067796610169,2
2018-09-21,2182f6349a91b89e35cdb8f18a007edefc19aed8dc3eedea7f9853cbf16da01d,633809002,0.0338813559322033,2
2018-09-21,2182f6349a91b89e35cdb8f18a007edefc19aed8dc3eedea7f9853cbf16da01d,616337001,0.0169322033898305,2
2018-09-21,2182f6349a91b89e35cdb8f18a007edefc19aed8dc3eedea7f9853cbf16da01d,630514003,0.0254067796610169,2
2018-09-21,26211808a3fc47ac41126e66952703522efaee3d43054dc9f595b1e9abb78549,395575001,0.0254067796610169,1
2018-09-21,26211808a3fc47ac41126e66952703522efaee3d43054dc9f595b1e9abb78549,395575001,0.0254067796610169,1
2018-09-21,26211808a3fc47ac41126e66952703522efaee3d43054dc9f595b1e9abb78549,504154021,0.0423559322033898,1
2018-09-21,311a3320497631e494c9594b2e7e1ac0a89d6416ac969aa432bc0fa0d0ff05af,630116001,0.0290338983050847,1
2018-09-21,311a3320497631e494c9594b2e7e1ac0a89d6416ac969aa432bc0fa0d0ff05af,625321005,0.0217796610169491,1
2018-09-21,3c5700692e314890bf8bd0aef7dfc7bd21099c5591d6d7fe9b2696ce91359619,534181006,0.1677966101694915,2
2018-09-21,3c5700692e314890bf8bd0aef7dfc7bd21099c5591d6d7fe9b2696ce91359619,534181006,0.1677966101694915,2
2018-09-21,491b18df257acb85a030060ad9acbc678b6d9728125761b1b3076edb12f51280,665953001,0.0135423728813559,2
2018-09-21,491b18df257acb85a030060ad9acbc678b6d9728125761b1b3076edb12f51280,674482004,0.0169322033898305,2
2018-09-21,491b18df257acb85a030060ad9acbc678b6d9728125761b1b3076edb12f51280,325542015,0.0338813559322033,2
2018-09-21,491b18df257acb85a030060ad9acbc678b6d9728125761b1b3076edb12f51280,668097003,0.0423559322033898,2
